,date,age,gender,armed,race,city,state,flee,body_camera,signs_of_mental_illness,police_departments_involved,year
8085,2022-12-30,60.0,male,gun,White,Las Vegas,NV,car,False,False,"Las Vegas Metropolitan Police Department, NV",2022.0
8086,2022-12-30,53.0,male,gun,Unknown,Kansas City,KS,car,False,False,"Kansas City Police Department, KS",2022.0
8087,2022-12-30,39.0,male,gun,Unknown,Tacoma,WA,car,False,False,"Tacoma Police Department, WA",2022.0
8088,2022-12-31,27.0,male,knife,White,Olathe,KS,not,False,True,"Olathe Police Department, KS",2022.0
8089,2022-12-31,27.0,male,gun,White,Tulsa,OK,car,True,False,"Muscogee (Creek) Nation Lighthorse Tribal Police, OK;Tulsa Police Department, OK",2022.0
8091,2023-01-01,32.0,male,knife,Unknown,Redlands,CA,not,False,False,"Redlands Police Department, CA",2023.0
8093,2023-01-02,45.0,male,knife,Black,Los Angeles,CA,not,True,True,"Los Angeles Police Department, CA",2023.0
8095,2023-01-02,43.0,male,gun,White,Sulphur Springs,TX,foot,False,True,"Sulphur Springs Police Department, TX",2023.0
8096,2023-01-02,43.0,male,gun,Hispanic,Gridley,CA,foot,True,False,"Gridley Police Department, CA",2023.0
8098,2023-01-02,24.0,male,replica,White,Bath Township,MI,not,True,False,"Bath Township Police Department, MI",2023.0
8099,2023-01-02,28.0,male,gun,Black,Brackenridge,PA,car,False,False,"Brackenridge Borough Police Department, PA;Tarentum Borough Police Department, PA",2023.0
8100,2023-01-03,35.0,male,blunt_object,Hispanic,Los Angeles,CA,not,True,False,"Los Angeles Police Department, CA",2023.0
8102,2023-01-03,46.0,male,knife,Hispanic,Phoenix,AZ,not,False,False,"Phoenix Police Department, AZ",2023.0
8103,2023-01-03,33.0,male,knife,Hispanic,San Jacinto,CA,not,True,False,"Riverside County Sheriff's Department, CA",2023.0
8104,2023-01-04,20.0,male,knife,Asian,Cambridge,MA,foot,False,False,"Cambridge Police Department, MA",2023.0
8105,2023-01-05,45.0,male,replica,Hispanic,San Antonio,TX,not,False,False,"San Antonio Police Department, TX",2023.0
8106,2023-01-05,35.0,male,gun,Unknown,Lansing,MI,not,False,False,"Lansing Police Department, MI;Michigan State Police, MI",2023.0
8107,2023-01-05,44.0,male,gun,White,Laurie,MO,not,False,False,"Laurie Police Department, MO",2023.0
8110,2023-01-06,42.0,male,gun,White,Athens,GA,not,False,False,"Athens-Clarke Police Department, GA",2023.0
8111,2023-01-06,20.0,male,knife,"Black,Hispanic",Roswell,NM,not,False,False,"Roswell Police Department, NM",2023.0
8112,2023-01-06,29.0,male,gun,White,Watauga,TX,not,False,True,"Watauga Police Department, TX",2023.0
8116,2023-01-07,32.0,male,gun,White,Statesboro,GA,not,False,True,"Bulloch County Sheriff's Office, GA",2023.0
8118,2023-01-08,53.0,male,gun,White,Conway,AR,car,False,False,"Arkansas State Police, AR;Mayflower Police Department, AR",2023.0
8119,2023-01-08,52.0,male,knife,Hispanic,Tustin,CA,not,False,False,"Tustin Police Department, CA",2023.0
8122,2023-01-09,61.0,male,gun,Black,Richmond,VA,not,True,False,"Richmond Police Department, VA",2023.0
8123,2023-01-09,27.0,male,unknown,White,Sanger,TX,not,False,False,"Denton County Sheriff's Office, TX",2023.0
8124,2023-01-09,26.0,male,knife,Black,Guymon,OK,not,False,False,"Guymon Police Department, OK",2023.0
8125,2023-01-09,52.0,male,vehicle,Unknown,Newnan,GA,car,False,False,"Coweta County Sheriff's Department, GA",2023.0
8126,2023-01-09,50.0,male,gun,White,Saratoga Springs,UT,other,False,False,"Saratoga Springs Police Department, UT",2023.0
8127,2023-01-10,30.0,male,gun,Black,Lawrence,IN,foot,False,False,"Lawrence Police Department, IN",2023.0
8130,2023-01-10,33.0,male,gun,Unknown,Stockton,CA,not,False,False,"Stockton Police Department, CA",2023.0
8133,2023-01-11,37.40950678304764,male,unarmed,Unknown,Joshua Tree,CA,not,False,False,"San Bernardino County Sheriff's Department, CA",2023.0
8135,2023-01-11,28.0,male,knife,White,Columbia,MO,not,False,False,"Columbia Police Department, MO",2023.0
8136,2023-01-11,46.0,male,gun,Black,Hampton,VA,not,False,False,"U.S. Marshals Service, VA",2023.0
8138,2023-01-13,41.0,male,unknown,Asian,Salt Lake City,UT,other,True,False,"Salt Lake City Police Department, UT",2023.0
8140,2023-01-13,30.0,male,unarmed,White,Lake Stevens,WA,other,True,False,"Lake Stevens Police Department, WA",2023.0
8142,2023-01-14,36.0,male,gun,White,McAlester,OK,not,False,True,"Krebs Police Department, OK;McAlester Police Department, OK",2023.0
8143,2023-01-15,30.0,male,gun,Black,Austin,TX,foot,True,False,"Austin Police Department, TX",2023.0
8144,2023-01-16,24.0,male,gun,White,Paris,WI,other,False,False,"Kenosha County Sheriff's Department, WI;Racine County Sheriff's Office, WI;Wisconsin State Patrol, WI",2023.0
8145,2023-01-16,47.0,male,gun,Unknown,Seal Beach,CA,not,True,False,"Seal Beach Police Department, CA",2023.0
8146,2023-01-17,77.0,male,gun,White,El Cajon,CA,car,False,False,"San Diego Police Department, CA",2023.0
8147,2023-01-17,47.0,male,gun,White,Washington Township,PA,not,False,False,"Pennsylvania State Police, PA",2023.0
8149,2023-01-18,36.0,male,gun,White,Wentzville,MO,other,False,False,"St. Charles Police Department, MO;St. Peters Police Department, MO",2023.0
8150,2023-01-18,26.0,non-binary,gun,Hispanic,Atlanta,GA,not,True,False,"Georgia State Police, GA",2023.0
8152,2023-01-19,25.0,male,gun,Black,Evansville,IN,not,True,True,"Evansville Police Department, IN",2023.0
8153,2023-01-19,35.0,male,gun,Native American,Rapid City,SD,foot,True,False,"Rapid City Police Department, SD",2023.0
8154,2023-01-19,37.40950678304764,male,undetermined,Hispanic,Laveen,AZ,other,False,False,"Goodyear Police Department, AZ",2023.0
8155,2023-01-19,38.0,male,knife,White,Jacksonville,FL,foot,True,False,"Jacksonville Sheriff's Office, FL",2023.0
8156,2023-01-20,69.0,male,gun,White,Clermont,FL,not,False,False,"Lake County Sheriff's Office, FL",2023.0
8157,2023-01-20,39.0,male,gun,Black,Jacksonville,FL,not,True,False,"Jacksonville Sheriff's Office, FL",2023.0
8158,2023-01-20,37.0,male,gun,Hispanic,San Diego,CA,car,False,False,"San Diego Police Department, CA",2023.0
8159,2023-01-21,45.0,male,gun,White,Menomonie,WI,car,False,False,"Dunn County Sheriff's Office, WI;Menomonie Police Department, WI",2023.0
8160,2023-01-21,30.0,male,knife,White,Wellington,KS,not,False,False,"Wellington Police Department, KS",2023.0
8161,2023-01-22,44.0,male,gun,Black,Cuero,TX,foot,False,False,"Cuero Police Department, TX",2023.0
8162,2023-01-22,47.0,male,knife,Black,Altadena,CA,foot,True,False,"Los Angeles County Sheriff's Department, CA",2023.0
8165,2023-01-23,27.0,male,gun,Unknown,Salem,OR,foot,False,False,"Salem Police Department, OR",2023.0
8167,2023-01-23,39.0,male,gun,Hispanic,Dodge City,KS,car,False,False,"Clark County Sheriff's Office, KS;Ford County Sheriff's Office, KS;Kansas Highway Patrol, KS",2023.0
8168,2023-01-24,43.0,male,gun,Unknown,Gary,IN,not,False,False,"Gary Police Department, IN",2023.0
8169,2023-01-24,50.0,male,gun,Hispanic,San Antonio,TX,not,False,False,"San Antonio Police Department, TX",2023.0
8171,2023-01-24,51.0,male,unarmed,White,Sugar Valley,GA,other,False,False,"Gordon County Sheriff's Office, GA",2023.0
8172,2023-01-25,18.0,male,gun,Hispanic,Dallas,TX,not,True,False,"Dallas Police Department, TX",2023.0
8173,2023-01-25,59.0,male,gun,White,Melbourne Beach,FL,not,False,False,"Brevard County Sheriff's Office, FL",2023.0
8174,2023-01-25,22.0,male,gun,Unknown,New Castle,VA,not,False,False,"Craig County Sheriff's Office, VA;Virginia State Police, VA",2023.0
8175,2023-01-25,47.0,male,gun,White,Toledo,OH,not,False,True,"Toledo Police Department, OH",2023.0
8176,2023-01-26,31.0,male,gun,White,Little Rock,AR,not,False,True,"Little Rock Police Department, AR",2023.0
8177,2023-01-26,36.0,male,knife,Black,Los Angeles,CA,not,False,True,"Huntington Park Police Department, CA",2023.0
8178,2023-01-26,70.0,male,gun,Hispanic,Maywood,CA,not,False,False,"Los Angeles County Sheriff's Department, CA",2023.0
8179,2023-01-27,52.0,male,knife,White,Pocatello,ID,not,False,False,"Pocatello Police Department, ID",2023.0
8180,2023-01-28,32.0,male,gun,White,Mineola,TX,not,False,False,"Deaf Smith County Sheriff's Office, TX",2023.0
8184,2023-01-30,39.0,male,gun,Black,Surfside Beach,SC,not,False,True,"Horry County Police Department, SC",2023.0
8185,2023-01-30,63.0,male,gun,White,Pompano Beach,FL,car,False,False,"Broward County Sheriff's Office, FL",2023.0
8186,2023-01-30,37.40950678304764,male,vehicle,White,Wyoming,OH,car,True,False,"Wyoming Police Department, OH",2023.0
8187,2023-01-30,38.0,male,gun,White,Omaha,NE,foot,False,False,"Omaha Police Department, NE",2023.0
8189,2023-01-31,32.0,male,gun,White,Omaha,NE,not,False,True,"Omaha Police Department, NE",2023.0
8190,2023-01-31,37.0,male,unarmed,White,White Marsh,MD,car,False,False,"Baltimore County Police Department, MD",2023.0
8192,2023-01-31,48.0,male,gun,White,Virginia Beach,VA,not,False,False,"Virginia Beach Police Department, VA",2023.0
8193,2023-01-31,57.0,male,gun,Unknown,Edwards,CO,not,False,False,"Eagle County Sheriff's Office, CO",2023.0
8195,2023-02-01,33.0,male,gun,White,Springfield,MO,not,False,True,"Springfield Police Department, MO",2023.0
8197,2023-02-02,60.0,male,gun,White,Jacksonville,FL,not,False,True,"Jacksonville Sheriff's Office, FL",2023.0
8198,2023-02-02,25.0,male,gun,Black,Lynchburg,VA,other,False,False,"Lynchburg Police Department, VA",2023.0
8201,2023-02-02,21.0,male,gun,Unknown,Calhoun,GA,not,False,False,"Calhoun Police Department, GA",2023.0
8202,2023-02-02,41.0,male,gun,White,Littleton,CO,foot,True,False,"Littleton Police Department, CO",2023.0
8203,2023-02-03,40.0,male,knife,Native American,Rapid City,SD,not,True,False,"Rapid City Police Department, SD",2023.0
8204,2023-02-03,44.0,male,vehicle,Hispanic,Anthony,TX,car,False,False,"Anthony Police Department, TX;New Mexico State Police, NM",2023.0
8207,2023-02-03,50.0,male,undetermined,White,Kansas City,KS,other,False,False,"Kansas City Police Department, KS",2023.0
8208,2023-02-03,29.0,male,gun,White,North Vernon,IN,foot,False,False,"Jennings County Sheriff's Office, IN",2023.0
8209,2023-02-03,43.0,male,unarmed,Black,Shreveport,LA,foot,False,False,"Shreveport Police Department, LA",2023.0
8210,2023-02-04,29.0,female,gun,White,Denton,TX,not,False,True,"Denton County Sheriff's Office, TX",2023.0
8211,2023-02-04,37.0,male,knife,White,Chula Vista,CA,not,False,False,"Chula Vista Police Department, CA",2023.0
8212,2023-02-04,37.40950678304764,male,gun,Unknown,Wesley Chapel,FL,other,False,False,"Florida Highway Patrol, FL",2023.0
8216,2023-02-05,29.0,male,gun,White,Mitchell,IN,foot,True,False,"Lawrence County Sheriff's Department, IN;Mitchell Police, IN",2023.0
8217,2023-02-05,34.0,male,gun,Black,Marion,IN,foot,True,False,"Marion Police, IN",2023.0
8218,2023-02-05,44.0,male,undetermined,Hispanic,Whitewater,CA,car,False,True,"San Bernardino County Sheriff's Department, CA",2023.0
8220,2023-02-06,21.0,male,gun,Black,Rantoul,IL,foot,True,False,"Rantoul Police Department, IL",2023.0
8222,2023-02-06,33.0,male,blunt_object,Hispanic,Moreno Valley,CA,not,False,True,"Riverside County Sheriff's Department, CA",2023.0
8223,2023-02-06,21.0,male,vehicle,White,Winter Haven,FL,other,False,False,"Lakeland Police Department, FL",2023.0
8224,2023-02-07,19.0,male,gun,Black,Milwaukee,WI,not,True,False,"Milwaukee Police Department, WI",2023.0
8226,2023-02-07,30.0,male,knife,White,Poplar Bluff,MO,not,False,False,"Poplar Bluff Police Department, MO",2023.0
8227,2023-02-08,21.0,male,gun,Hispanic,Chicago,IL,foot,True,False,"Chicago Police Department, IL",2023.0
8228,2023-02-08,34.0,male,gun,Black,Albany,OR,not,False,True,"Albany Police Department, OR",2023.0
8229,2023-02-08,22.0,male,gun,White,College Station,TX,not,True,False,"College Station Police Department, TX",2023.0
8231,2023-02-09,29.0,male,gun,White,Quincy,IL,foot,False,True,"Adams County Sheriff's Office, IL",2023.0
8232,2023-02-09,20.0,male,gun,Black,Spiro,OK,other,False,False,"Spiro Police Department, OK",2023.0
8233,2023-02-10,48.0,male,unarmed,White,La Habra,CA,other,False,True,"Fullerton Police Department, CA",2023.0
8234,2023-02-10,34.0,male,knife,White,Palmdale,CA,not,False,False,"Los Angeles County Sheriff's Department, CA",2023.0
8236,2023-02-11,46.0,male,gun,White,Grove City,OH,not,True,False,"Columbus Police Department, OH",2023.0
8237,2023-02-11,65.0,male,knife,Asian,St. Paul,MN,not,True,False,"St. Paul Police Department, MN",2023.0
8239,2023-02-14,28.0,male,gun,White,Salisbury,NC,not,True,False,"Rowan County Sheriff's Office, NC",2023.0
8241,2023-02-15,22.0,male,gun,Unknown,Miami,FL,not,False,False,"Miami-Dade Police Department, FL",2023.0
8242,2023-02-15,27.0,male,gun,Black,Sugar Land,TX,car,False,False,"Houston Police Department, TX",2023.0
8245,2023-02-17,64.0,male,gun,White,Brooksville,FL,not,False,True,"Hernando County Sheriff's Department, FL",2023.0
8247,2023-02-18,31.0,male,gun,White,Tulsa,OK,not,True,False,"Tulsa Police Department, OK",2023.0
8251,2023-02-19,37.0,male,gun,White,Greeneville,TN,not,False,False,"Greene County Sheriff's Office, TN",2023.0
8253,2023-02-20,39.0,male,replica,Unknown,Goddard,KS,car,True,True,"Goddard Police Department, KS",2023.0
8254,2023-02-21,30.0,male,gun,White,Hemet,CA,not,False,False,"Hemet Police Department, CA",2023.0
8255,2023-02-21,31.0,male,gun,Black,Milwaukee,WI,other,True,False,"Milwaukee Police Department, WI",2023.0
8256,2023-02-21,45.0,male,knife,White,Harker Heights,TX,car,False,False,"Harker Heights Police Department, TX",2023.0
8257,2023-02-21,17.0,male,knife,Black,Avondale,AZ,foot,True,False,"Avondale Police Department, AZ",2023.0
8259,2023-02-21,41.0,male,gun,Unknown,Elk Grove,CA,foot,True,True,"Elk Grove Police Department, CA",2023.0
8260,2023-02-22,42.0,female,replica,Hispanic,Los Angeles,CA,not,False,False,"Los Angeles Police Department, CA",2023.0
8261,2023-02-22,37.0,male,unarmed,Black,Tysons,VA,foot,True,False,"Fairfax County Police Department, VA",2023.0
8262,2023-02-22,47.0,male,gun,Hispanic,Phoenix,AZ,not,False,False,"Phoenix Police Department, AZ",2023.0
8263,2023-02-22,41.0,male,gun,Black,Phoenix,AZ,foot,False,False,"Phoenix Police Department, AZ",2023.0
8264,2023-02-24,34.0,male,unarmed,Black,Wallace,NC,not,False,True,"Wallace Police Department, NC",2023.0
8265,2023-02-24,23.0,male,gun,Black,Atlanta,GA,foot,False,False,"Marta Police Department, GA",2023.0
8267,2023-02-24,34.0,male,knife,White,Duluth,MN,not,True,False,"Duluth Police Department, MN",2023.0
8268,2023-02-24,39.0,female,gun,Black,Pittsburgh,PA,not,False,True,"Pittsburgh Police Department, PA",2023.0
8272,2023-02-25,36.0,male,gun,White,Phoenix,AZ,not,True,False,"Phoenix Police Department, AZ",2023.0
8273,2023-02-25,48.0,male,gun,Black,Springfield,MA,foot,True,False,"Massachusetts State Police, MA;Springfield Police Department, MA",2023.0
8275,2023-02-28,31.0,male,gun,White,Canandaigua,NY,car,True,False,"Canandaigua Police Department, NY;Ontario County Sheriff's Office, NY",2023.0
8277,2023-02-28,44.0,female,gun,White,Charlottesville,VA,foot,False,False,"Albemarle County Police Department, VA",2023.0
8278,2023-02-28,20.0,male,knife,Unknown,Roseburg,OR,not,False,False,"Roseburg Police Department, OR",2023.0
8279,2023-02-28,22.0,male,gun,Black,Washington,DC,foot,False,False,"U.S. Marshals Service, DC",2023.0
8281,2023-03-01,25.0,male,vehicle,Black,Ashburn,GA,car,False,False,"Ashburn Police Department, GA",2023.0
8282,2023-03-01,25.0,male,gun,White,Farmington,UT,not,True,False,"Farmington Police Department, UT",2023.0
8284,2023-03-01,32.0,male,gun,Native American,Tulsa,OK,foot,False,False,"Tulsa Police Department, OK",2023.0
8285,2023-03-02,34.0,male,knife,White,Liverpool,TX,car,True,False,"Lake Jackson Police Department, TX",2023.0
8286,2023-03-02,58.0,male,knife,White,Elsanor,AL,not,False,True,"Baldwin County Sheriff's Department, AL",2023.0
8288,2023-03-03,58.0,male,gun,White,North Las Vegas,NV,not,False,False,"North Las Vegas Police Department, NV",2023.0
8289,2023-03-03,28.0,male,gun,Black,Tucson,AZ,car,False,False,"Tucson Police Department, AZ",2023.0
8290,2023-03-03,31.0,male,knife,Black,Paterson,NJ,not,False,True,"Paterson Police Department, NJ",2023.0
8291,2023-03-04,37.0,male,gun,White,Williston Highlands,FL,not,False,True,"Levy County Sheriff's Office, FL",2023.0
8293,2023-03-04,29.0,male,gun,Hispanic,Fresno,CA,other,True,False,"Fresno Police Department, CA",2023.0
8294,2023-03-04,44.0,male,knife,White,Frederick,MD,not,False,False,"Frederick Police Department, MD",2023.0
8295,2023-03-04,31.0,male,gun,White,Bossier City,LA,car,True,False,"Bossier City Police Department, LA;Bossier Parish Sheriff's Department, LA",2023.0
8297,2023-03-06,29.0,male,gun,White,Winston-Salem,NC,car,False,True,"Forsyth County Sheriff's Department, NC",2023.0
8298,2023-03-06,32.0,male,gun,White,Garland,TX,car,False,False,"Garland Police Department, TX",2023.0
8299,2023-03-06,40.0,male,knife,Hispanic,Phoenix,AZ,not,False,False,"Phoenix Police Department, AZ",2023.0
8300,2023-03-06,78.0,male,gun,White,Nicholls,GA,not,False,True,"Nicholls Police Department, GA",2023.0
8302,2023-03-07,41.0,male,blunt_object,White,Fort Lauderdale,FL,car,False,False,"Fort Lauderdale Police Department, FL",2023.0
8303,2023-03-07,54.0,male,gun,Hispanic,Houston,TX,car,False,False,"Hitchcock Police Department, TX",2023.0
8304,2023-03-07,24.0,male,gun,Black,Mobile,AL,foot,True,False,"Mobile Police Department, AL",2023.0
8305,2023-03-09,44.0,male,gun,White,Jeffersonville,IN,not,True,True,"Jeffersonville Police Department, IN",2023.0
8306,2023-03-09,42.0,male,gun,White,Seguin,TX,car,False,False,"Seguin Police Department, TX",2023.0
8307,2023-03-09,22.0,male,gun,Asian,Albemarle,NC,foot,False,False,"North Carolina State Highway Patrol, NC",2023.0
8308,2023-03-10,32.0,male,unarmed,Unknown,Kailua-Kona,HI,car,False,False,"Hawaii County Sheriff's Department, HI",2023.0
8309,2023-03-10,24.0,male,gun,Hispanic,Deptford,NJ,foot,False,False,"Deptford Township Police Department, NJ",2023.0
8311,2023-03-12,34.0,male,unarmed,White,Big Bear,CA,car,False,False,"San Bernardino County Sheriff's Department, CA",2023.0
8312,2023-03-12,23.0,male,gun,White,Pinellas Park,FL,foot,False,False,"Pinellas County Sheriff's Office, FL",2023.0
8313,2023-03-12,60.0,male,blunt_object,Hispanic,Oxnard,CA,not,True,False,"Oxnard Police Department, CA",2023.0
8314,2023-03-12,47.0,male,gun,White,Longview,TX,other,False,False,"Longview Police Department, TX;Texas Department of Public Safety, TX;White Oak Police Department, TX",2023.0
8315,2023-03-12,31.0,male,gun,Black,Jackson,TN,not,False,False,"Jackson Police Department, TN",2023.0
8316,2023-03-14,65.0,male,gun,White,Talking Rock,GA,not,False,False,"Pickens County Sheriff's Office, GA",2023.0
8317,2023-03-14,38.0,male,vehicle,Hispanic,Sasabe,AZ,car,True,False,"U.S. Border Patrol, AZ",2023.0
8318,2023-03-14,37.0,male,gun,Hispanic,Tucson,AZ,foot,False,False,"Tucson Police Department, AZ",2023.0
8319,2023-03-15,76.0,male,gun,White,Temple,GA,not,False,False,"Carroll County Sheriff's Office, GA",2023.0
8320,2023-03-16,36.0,male,gun,Hispanic,Casa Grande,AZ,not,False,False,"Pinal County Sheriff's Department, AZ",2023.0
8321,2023-03-16,38.0,male,knife,Black,North Miami Beach,FL,foot,False,True,"North Miami Beach Police Department, FL",2023.0
8322,2023-03-18,22.0,male,gun,Unknown,St. Regis,MT,car,False,False,"Mineral County Sheriff's Office, MT",2023.0
8323,2023-03-18,35.0,male,knife,Unknown,Bakersfield,CA,foot,True,False,"Bakersfield Police Department, CA",2023.0
8324,2023-03-18,43.0,female,undetermined,White,Bartlett,TN,car,False,False,"Shelby County Sheriff's Office, TN",2023.0
8325,2023-03-18,17.0,male,vehicle,Black,Washington,DC,car,True,False,"United States Park Police, DC",2023.0
8326,2023-03-18,34.0,male,gun,White,Englewood,CO,foot,True,False,"Englewood Police Department, CO",2023.0
8327,2023-03-18,33.0,male,knife,White,Fresno,CA,not,True,True,"Fresno Police Department, CA",2023.0
8329,2023-03-19,46.0,male,gun,White,Springville,UT,not,False,False,"Springville Police Department, UT",2023.0
8330,2023-03-20,35.0,male,gun,White,Rochester,NY,other,True,True,"Monroe County Sheriff's Office, NY;Rochester Police Department, NY",2023.0
8332,2023-03-21,30.0,male,gun,Unknown,Cascadia,OR,foot,False,False,"Linn County Sheriff's Office, OR",2023.0
8333,2023-03-21,18.0,male,knife,Unknown,Monte Vista,CO,not,True,False,"Monte Vista Police Department, CO",2023.0
8334,2023-03-21,50.0,male,vehicle,White,Brookfield Township,OH,car,False,True,"Lordstown Village Police Department, OH;Ohio State Highway Patrol, OH;Trumbull County Sheriff's Office, OH;Vienna Township Police Department, OH",2023.0
8335,2023-03-21,49.0,male,gun,White,Amarillo,TX,not,False,True,"Amarillo Police Department, TX",2023.0
8337,2023-03-22,28.0,male,gun,White,North Fork,CA,other,False,False,"Madera County Sheriff's Office, CA",2023.0
8338,2023-03-22,35.0,male,knife,Unknown,San Jose,CA,not,False,False,"San Jose Police Department, CA",2023.0
8339,2023-03-22,42.0,male,gun,Unknown,Highland Township,MI,not,False,False,"Oakland County Sheriff's Office, MI",2023.0
8342,2023-03-24,25.0,male,gun,Black,Perry,OK,other,False,False,"Oklahoma Highway Patrol, OK",2023.0
8345,2023-03-24,25.0,male,"other,gun",Unknown,Tacoma,WA,foot,False,False,"Pierce County Sheriff's Department, WA",2023.0
8347,2023-03-25,19.0,male,gun,Unknown,Santa Maria,CA,foot,False,False,"Santa Maria Police Department, CA",2023.0
8348,2023-03-25,55.0,male,knife,White,Moore,OK,foot,True,True,"Moore Police Department, OK",2023.0
8349,2023-03-25,35.0,female,gun,Native American,Billings,MT,car,False,False,"Yellowstone County Sheriff's Department, MT",2023.0
8350,2023-03-25,31.0,male,gun,White,Kinston,NC,other,False,False,"Lenoir County Sheriff's Office, NC",2023.0
8351,2023-03-26,33.0,male,unarmed,White,Sandy,UT,foot,True,True,"Sandy Police Department, UT",2023.0
8353,2023-03-27,17.0,female,gun,Hispanic,Lakewood,CO,not,True,False,"Lakewood Police Department, CO",2023.0
8355,2023-03-27,47.0,male,knife,White,DeSoto,TX,not,True,True,"DeSoto Police Department, TX",2023.0
8356,2023-03-27,28.0,non-binary,gun,White,Nashville,TN,not,True,True,"Metropolitan Nashville Police Department, TN",2023.0
8357,2023-03-28,34.0,male,gun,Hispanic,San Antonio,TX,not,True,False,"San Antonio Police Department, TX",2023.0
8358,2023-03-28,28.0,male,gun,White,Surprise,AZ,not,False,False,"Surprise Police Department, AZ",2023.0
8360,2023-03-29,39.0,male,knife,White,Chandler,AZ,not,False,False,"Chandler Police Department, AZ",2023.0
8361,2023-03-29,43.0,male,gun,Hispanic,Canutillo,TX,car,False,False,"El Paso County Sheriff's Department, TX",2023.0
8362,2023-03-30,38.0,female,vehicle,White,Idaho Falls,ID,car,False,False,"Bonneville County Sheriff's Office, ID",2023.0
8364,2023-03-30,53.0,male,gun,Black,Wyomissing,PA,car,True,False,"Pennsylvania State Police, PA;West Reading Borough Police Department, PA;Wyomissing Borough Police Department, PA",2023.0
8366,2023-03-31,52.0,male,gun,White,Craig,CO,foot,True,False,"Craig Police Department, CO;Moffat County Sheriff's Office, CO",2023.0
8367,2023-03-31,63.0,male,gun,Black,Richmond,VA,not,False,False,"Richmond Police Department, VA",2023.0
8368,2023-03-31,30.0,male,gun,Hispanic,Los Angeles,CA,other,False,False,"Monterey Park Police Department, CA",2023.0
8369,2023-04-01,53.0,male,gun,White,Wayne,MI,not,False,True,"Wayne Police Department, MI",2023.0
8370,2023-04-01,76.0,male,gun,White,Phoenix,AZ,not,True,False,"Phoenix Police Department, AZ",2023.0
8375,2023-04-02,38.0,male,vehicle,White,Washington,PA,car,False,False,"Mount Pleasant Township Police Department, PA;Smith Township Police Department, PA",2023.0
8376,2023-04-03,28.0,male,gun,Black,Birmingham,AL,other,False,False,"Jefferson County Sheriff's Department, AL",2023.0
8377,2023-04-03,37.40950678304764,male,gun,Unknown,Bozeman,MT,car,False,True,"Bozeman Police Department, MT",2023.0
8378,2023-04-03,28.0,male,gun,White,Walnut Grove,TN,car,False,False,"Jackson Police Department, TN",2023.0
8379,2023-04-03,53.0,male,gun,White,Farragut,TN,car,False,False,"Federal Bureau of Investigation, TN",2023.0
8380,2023-04-03,30.0,male,knife,White,Denison,TX,foot,False,False,"Denison Police Department, TX",2023.0
8381,2023-04-05,52.0,male,gun,White,Farmington,NM,not,True,False,"Farmington Police Department, NM",2023.0
8382,2023-04-05,19.0,male,gun,Black,Houston,TX,foot,True,False,"Houston Police Department, TX",2023.0
8384,2023-04-06,37.40950678304764,male,replica,White,Eugene,OR,not,False,False,"Lane County Sheriff's Department, OR",2023.0
8386,2023-04-07,18.0,male,knife,Hispanic,Oxnard,CA,not,True,False,"Oxnard Police Department, CA",2023.0
8387,2023-04-07,62.0,male,gun,White,Edgewater,FL,not,True,True,"Edgewater Police Department, FL",2023.0
8389,2023-04-08,31.0,male,gun,Black,Joliet,IL,not,True,False,"Joliet Police Department, IL",2023.0
8393,2023-04-09,28.0,male,gun,Black,Orlando,FL,not,True,False,"Orlando Police Department, FL",2023.0
8397,2023-04-10,31.0,male,knife,Hispanic,Nogales,AZ,not,False,True,"Nogales Police Department, AZ",2023.0
8398,2023-04-10,31.0,male,gun,Hispanic,Salem,OR,foot,False,False,"Oregon State Police, OR",2023.0
8399,2023-04-11,40.0,male,unarmed,Black,Houston,TX,car,True,False,"Houston Police Department, TX",2023.0
8400,2023-04-11,18.0,male,gun,Hispanic,Apex,NC,foot,False,False,"North Carolina State Bureau of Investigation, NC",2023.0
8401,2023-04-12,38.0,male,knife,White,Jacksonville,FL,foot,True,False,"Jacksonville Sheriff's Office, FL",2023.0
8403,2023-04-12,49.0,male,gun,White,German Township,IN,not,False,False,"Vanderburgh County Sheriff's Office, IN",2023.0
8404,2023-04-12,36.0,male,undetermined,White,Blackfoot,ID,car,False,False,"Bingham County Sheriff's Office, ID;Blackfoot Police Department, ID",2023.0
8406,2023-04-13,78.0,male,gun,Unknown,New York,NY,not,True,False,"New York Police Department, NY",2023.0
8407,2023-04-13,23.0,male,knife,Black,Riverdale,GA,not,False,True,"Riverdale Police Department, GA",2023.0
8409,2023-04-14,38.0,male,gun,Hispanic,Northglenn,CO,not,False,False,"Thornton Police Department, CO",2023.0
8410,2023-04-14,16.0,male,gun,Unknown,Toledo,OH,foot,True,False,"Toledo Police Department, OH",2023.0
8412,2023-04-14,35.0,male,gun,Hispanic,Perris,CA,foot,False,False,"Riverside County Sheriff's Office, CA",2023.0
8413,2023-04-15,42.0,male,replica,Unknown,Follansbee,WV,foot,False,False,"Brooke County Sheriff's Office, WV",2023.0
8415,2023-04-15,24.0,male,gun,Black,Chicago,IL,foot,True,False,"Chicago Police Department, IL",2023.0
8416,2023-04-16,34.0,male,knife,Unknown,Tulare,CA,foot,True,False,"Tulare Police Department, CA",2023.0
8417,2023-04-16,26.0,male,gun,Black,Scottsdale,AZ,not,True,False,"Scottsdale Police Department, AZ",2023.0
